EPOCH_yyyy-mm-ddThh:mm:ss.sssZ,X_GSE_km,Y_GSE_km,Z_GSE_km
2019-01-01T00:00:00.000Z,1540561.1,83192.29,-123266.84
2019-01-01T00:01:00.000Z,1540562.4,83186.48,-123269.92
2019-01-01T00:02:00.000Z,1540563.7,83180.671,-123272.99
2019-01-01T00:03:00.000Z,1540565,83174.861,-123276.06
2019-01-01T00:04:00.000Z,1540566.4,83169.051,-123279.14
2019-01-01T00:05:00.000Z,1540567.7,83163.242,-123282.21
2019-01-01T00:06:00.000Z,1540569,83157.432,-123285.28
2019-01-01T00:07:00.000Z,1540570.3,83151.622,-123288.36
2019-01-01T00:08:00.000Z,1540571.6,83145.813,-123291.43
2019-01-01T00:09:00.000Z,1540573,83140.003,-123294.5
2019-01-01T00:10:00.000Z,1540574.3,83134.194,-123297.57
2019-01-01T00:11:00.000Z,1540575.6,83128.384,-123300.65
2019-01-01T00:12:00.000Z,1540576.9,83122.575,-123303.72
2019-01-01T00:13:00.000Z,1540578.2,83116.766,-123306.79
2019-01-01T00:14:00.000Z,1540579.6,83110.956,-123309.86
2019-01-01T00:15:00.000Z,1540580.9,83105.147,-123312.94
2019-01-01T00:16:00.000Z,1540582.2,83099.337,-123316.01
2019-01-01T00:17:00.000Z,1540583.5,83093.528,-123319.08
2019-01-01T00:18:00.000Z,1540584.8,83087.719,-123322.15
2019-01-01T00:19:00.000Z,1540586.2,83081.91,-123325.22
2019-01-01T00:20:00.000Z,1540587.5,83076.101,-123328.3
2019-01-01T00:21:00.000Z,1540588.8,83070.291,-123331.37
2019-01-01T00:22:00.000Z,1540590.1,83064.482,-123334.44
2019-01-01T00:23:00.000Z,1540591.4,83058.673,-123337.51
2019-01-01T00:24:00.000Z,1540592.8,83052.864,-123340.58
2019-01-01T00:25:00.000Z,1540594.1,83047.055,-123343.66
2019-01-01T00:26:00.000Z,1540595.4,83041.246,-123346.73
2019-01-01T00:27:00.000Z,1540596.7,83035.437,-123349.8
2019-01-01T00:28:00.000Z,1540598,83029.628,-123352.87
2019-01-01T00:29:00.000Z,1540599.3,83023.819,-123355.94
2019-01-01T00:30:00.000Z,1540600.7,83018.01,-123359.01
2019-01-01T00:31:00.000Z,1540602,83012.201,-123362.09
2019-01-01T00:32:00.000Z,1540603.3,83006.393,-123365.16
2019-01-01T00:33:00.000Z,1540604.6,83000.584,-123368.23
2019-01-01T00:34:00.000Z,1540605.9,82994.775,-123371.3
2019-01-01T00:35:00.000Z,1540607.3,82988.966,-123374.37
2019-01-01T00:36:00.000Z,1540608.6,82983.158,-123377.44
2019-01-01T00:37:00.000Z,1540609.9,82977.349,-123380.51
2019-01-01T00:38:00.000Z,1540611.2,82971.54,-123383.58
2019-01-01T00:39:00.000Z,1540612.5,82965.732,-123386.65
2019-01-01T00:40:00.000Z,1540613.8,82959.923,-123389.73
2019-01-01T00:41:00.000Z,1540615.2,82954.114,-123392.8
2019-01-01T00:42:00.000Z,1540616.5,82948.306,-123395.87
2019-01-01T00:43:00.000Z,1540617.8,82942.497,-123398.94
2019-01-01T00:44:00.000Z,1540619.1,82936.689,-123402.01
2019-01-01T00:45:00.000Z,1540620.4,82930.88,-123405.08
2019-01-01T00:46:00.000Z,1540621.7,82925.072,-123408.15
2019-01-01T00:47:00.000Z,1540623.1,82919.264,-123411.22
2019-01-01T00:48:00.000Z,1540624.4,82913.455,-123414.29
2019-01-01T00:49:00.000Z,1540625.7,82907.647,-123417.36
2019-01-01T00:50:00.000Z,1540627,82901.839,-123420.43
2019-01-01T00:51:00.000Z,1540628.3,82896.03,-123423.5
2019-01-01T00:52:00.000Z,1540629.6,82890.222,-123426.57
2019-01-01T00:53:00.000Z,1540630.9,82884.414,-123429.64
2019-01-01T00:54:00.000Z,1540632.3,82878.606,-123432.71
2019-01-01T00:55:00.000Z,1540633.6,82872.798,-123435.78
2019-01-01T00:56:00.000Z,1540634.9,82866.99,-123438.85
2019-01-01T00:57:00.000Z,1540636.2,82861.182,-123441.92
2019-01-01T00:58:00.000Z,1540637.5,82855.374,-123444.99
2019-01-01T00:59:00.000Z,1540638.8,82849.565,-123448.06
2019-01-01T01:00:00.000Z,1540640.2,82843.758,-123451.13
2019-01-01T01:01:00.000Z,1540641.5,82837.95,-123454.2
2019-01-01T01:02:00.000Z,1540642.8,82832.142,-123457.27
2019-01-01T01:03:00.000Z,1540644.1,82826.334,-123460.34
2019-01-01T01:04:00.000Z,1540645.4,82820.526,-123463.41
2019-01-01T01:05:00.000Z,1540646.7,82814.718,-123466.48
2019-01-01T01:06:00.000Z,1540648,82808.91,-123469.55
2019-01-01T01:07:00.000Z,1540649.4,82803.102,-123472.62
2019-01-01T01:08:00.000Z,1540650.7,82797.295,-123475.69
2019-01-01T01:09:00.000Z,1540652,82791.487,-123478.76
2019-01-01T01:10:00.000Z,1540653.3,82785.679,-123481.83
2019-01-01T01:11:00.000Z,1540654.6,82779.872,-123484.89
2019-01-01T01:12:00.000Z,1540655.9,82774.064,-123487.96
2019-01-01T01:13:00.000Z,1540657.2,82768.256,-123491.03
2019-01-01T01:14:00.000Z,1540658.5,82762.449,-123494.1
2019-01-01T01:15:00.000Z,1540659.9,82756.641,-123497.17
2019-01-01T01:16:00.000Z,1540661.2,82750.834,-123500.24
2019-01-01T01:17:00.000Z,1540662.5,82745.026,-123503.31
2019-01-01T01:18:00.000Z,1540663.8,82739.219,-123506.38
2019-01-01T01:19:00.000Z,1540665.1,82733.412,-123509.45
2019-01-01T01:20:00.000Z,1540666.4,82727.604,-123512.51
2019-01-01T01:21:00.000Z,1540667.7,82721.797,-123515.58
2019-01-01T01:22:00.000Z,1540669.1,82715.989,-123518.65
2019-01-01T01:23:00.000Z,1540670.4,82710.182,-123521.72
2019-01-01T01:24:00.000Z,1540671.7,82704.375,-123524.79
2019-01-01T01:25:00.000Z,1540673,82698.568,-123527.86
2019-01-01T01:26:00.000Z,1540674.3,82692.76,-123530.92
2019-01-01T01:27:00.000Z,1540675.6,82686.953,-123533.99
2019-01-01T01:28:00.000Z,1540676.9,82681.146,-123537.06
2019-01-01T01:29:00.000Z,1540678.2,82675.339,-123540.13
2019-01-01T01:30:00.000Z,1540679.5,82669.532,-123543.2
2019-01-01T01:31:00.000Z,1540680.9,82663.725,-123546.26
2019-01-01T01:32:00.000Z,1540682.2,82657.918,-123549.33
2019-01-01T01:33:00.000Z,1540683.5,82652.111,-123552.4
2019-01-01T01:34:00.000Z,1540684.8,82646.304,-123555.47
2019-01-01T01:35:00.000Z,1540686.1,82640.497,-123558.54
2019-01-01T01:36:00.000Z,1540687.4,82634.69,-123561.6
2019-01-01T01:37:00.000Z,1540688.7,82628.883,-123564.67
2019-01-01T01:38:00.000Z,1540690,82623.076,-123567.74
2019-01-01T01:39:00.000Z,1540691.3,82617.27,-123570.81
2019-01-01T01:40:00.000Z,1540692.7,82611.463,-123573.87
2019-01-01T01:41:00.000Z,1540694,82605.656,-123576.94
2019-01-01T01:42:00.000Z,1540695.3,82599.849,-123580.01
2019-01-01T01:43:00.000Z,1540696.6,82594.043,-123583.08
2019-01-01T01:44:00.000Z,1540697.9,82588.236,-123586.14
2019-01-01T01:45:00.000Z,1540699.2,82582.429,-123589.21
2019-01-01T01:46:00.000Z,1540700.5,82576.623,-123592.28
2019-01-01T01:47:00.000Z,1540701.8,82570.816,-123595.34
2019-01-01T01:48:00.000Z,1540703.1,82565.01,-123598.41
2019-01-01T01:49:00.000Z,1540704.4,82559.203,-123601.48
2019-01-01T01:50:00.000Z,1540705.8,82553.397,-123604.54
2019-01-01T01:51:00.000Z,1540707.1,82547.59,-123607.61
2019-01-01T01:52:00.000Z,1540708.4,82541.784,-123610.68
2019-01-01T01:53:00.000Z,1540709.7,82535.977,-123613.74
2019-01-01T01:54:00.000Z,1540711,82530.171,-123616.81
2019-01-01T01:55:00.000Z,1540712.3,82524.365,-123619.88
2019-01-01T01:56:00.000Z,1540713.6,82518.558,-123622.94
2019-01-01T01:57:00.000Z,1540714.9,82512.752,-123626.01
2019-01-01T01:58:00.000Z,1540716.2,82506.946,-123629.08
2019-01-01T01:59:00.000Z,1540717.5,82501.139,-123632.14
2019-01-01T02:00:00.000Z,1540718.8,82495.333,-123635.21
2019-01-01T02:01:00.000Z,1540720.2,82489.527,-123638.28
2019-01-01T02:02:00.000Z,1540721.5,82483.721,-123641.34
2019-01-01T02:03:00.000Z,1540722.8,82477.915,-123644.41
2019-01-01T02:04:00.000Z,1540724.1,82472.109,-123647.47
2019-01-01T02:05:00.000Z,1540725.4,82466.303,-123650.54
2019-01-01T02:06:00.000Z,1540726.7,82460.497,-123653.61
2019-01-01T02:07:00.000Z,1540728,82454.691,-123656.67
2019-01-01T02:08:00.000Z,1540729.3,82448.885,-123659.74
2019-01-01T02:09:00.000Z,1540730.6,82443.079,-123662.8
2019-01-01T02:10:00.000Z,1540731.9,82437.273,-123665.87
2019-01-01T02:11:00.000Z,1540733.2,82431.467,-123668.93
2019-01-01T02:12:00.000Z,1540734.5,82425.661,-123672
2019-01-01T02:13:00.000Z,1540735.8,82419.856,-123675.07
2019-01-01T02:14:00.000Z,1540737.2,82414.05,-123678.13
2019-01-01T02:15:00.000Z,1540738.5,82408.244,-123681.2
2019-01-01T02:16:00.000Z,1540739.8,82402.438,-123684.26
2019-01-01T02:17:00.000Z,1540741.1,82396.633,-123687.33
2019-01-01T02:18:00.000Z,1540742.4,82390.827,-123690.39
2019-01-01T02:19:00.000Z,1540743.7,82385.021,-123693.46
2019-01-01T02:20:00.000Z,1540745,82379.216,-123696.52
2019-01-01T02:21:00.000Z,1540746.3,82373.41,-123699.59
2019-01-01T02:22:00.000Z,1540747.6,82367.605,-123702.65
2019-01-01T02:23:00.000Z,1540748.9,82361.799,-123705.72
2019-01-01T02:24:00.000Z,1540750.2,82355.994,-123708.78
2019-01-01T02:25:00.000Z,1540751.5,82350.188,-123711.85
2019-01-01T02:26:00.000Z,1540752.8,82344.383,-123714.91
2019-01-01T02:27:00.000Z,1540754.1,82338.577,-123717.98
2019-01-01T02:28:00.000Z,1540755.4,82332.772,-123721.04
2019-01-01T02:29:00.000Z,1540756.7,82326.967,-123724.11
2019-01-01T02:30:00.000Z,1540758.1,82321.162,-123727.17
2019-01-01T02:31:00.000Z,1540759.4,82315.356,-123730.24
2019-01-01T02:32:00.000Z,1540760.7,82309.551,-123733.3
2019-01-01T02:33:00.000Z,1540762,82303.746,-123736.36
2019-01-01T02:34:00.000Z,1540763.3,82297.941,-123739.43
2019-01-01T02:35:00.000Z,1540764.6,82292.135,-123742.49
2019-01-01T02:36:00.000Z,1540765.9,82286.33,-123745.56
2019-01-01T02:37:00.000Z,1540767.2,82280.525,-123748.62
2019-01-01T02:38:00.000Z,1540768.5,82274.72,-123751.69
2019-01-01T02:39:00.000Z,1540769.8,82268.915,-123754.75
2019-01-01T02:40:00.000Z,1540771.1,82263.11,-123757.81
2019-01-01T02:41:00.000Z,1540772.4,82257.305,-123760.88
2019-01-01T02:42:00.000Z,1540773.7,82251.5,-123763.94
2019-01-01T02:43:00.000Z,1540775,82245.695,-123767
2019-01-01T02:44:00.000Z,1540776.3,82239.89,-123770.07
2019-01-01T02:45:00.000Z,1540777.6,82234.086,-123773.13
2019-01-01T02:46:00.000Z,1540778.9,82228.281,-123776.2
2019-01-01T02:47:00.000Z,1540780.2,82222.476,-123779.26
2019-01-01T02:48:00.000Z,1540781.5,82216.671,-123782.32
2019-01-01T02:49:00.000Z,1540782.8,82210.867,-123785.39
2019-01-01T02:50:00.000Z,1540784.1,82205.062,-123788.45
2019-01-01T02:51:00.000Z,1540785.4,82199.257,-123791.51
2019-01-01T02:52:00.000Z,1540786.7,82193.452,-123794.58
2019-01-01T02:53:00.000Z,1540788,82187.648,-123797.64
2019-01-01T02:54:00.000Z,1540789.3,82181.843,-123800.7
2019-01-01T02:55:00.000Z,1540790.6,82176.039,-123803.77
2019-01-01T02:56:00.000Z,1540791.9,82170.234,-123806.83
2019-01-01T02:57:00.000Z,1540793.2,82164.43,-123809.89
2019-01-01T02:58:00.000Z,1540794.6,82158.625,-123812.95
2019-01-01T02:59:00.000Z,1540795.9,82152.821,-123816.02
2019-01-01T03:00:00.000Z,1540797.2,82147.016,-123819.08
2019-01-01T03:01:00.000Z,1540798.5,82141.212,-123822.14
2019-01-01T03:02:00.000Z,1540799.8,82135.408,-123825.21
2019-01-01T03:03:00.000Z,1540801.1,82129.603,-123828.27
2019-01-01T03:04:00.000Z,1540802.4,82123.799,-123831.33
2019-01-01T03:05:00.000Z,1540803.7,82117.995,-123834.39
2019-01-01T03:06:00.000Z,1540805,82112.191,-123837.46
2019-01-01T03:07:00.000Z,1540806.3,82106.386,-123840.52
2019-01-01T03:08:00.000Z,1540807.6,82100.582,-123843.58
2019-01-01T03:09:00.000Z,1540808.9,82094.778,-123846.64
2019-01-01T03:10:00.000Z,1540810.2,82088.974,-123849.71
2019-01-01T03:11:00.000Z,1540811.5,82083.17,-123852.77
2019-01-01T03:12:00.000Z,1540812.8,82077.366,-123855.83
2019-01-01T03:13:00.000Z,1540814.1,82071.562,-123858.89
2019-01-01T03:14:00.000Z,1540815.4,82065.758,-123861.95
2019-01-01T03:15:00.000Z,1540816.7,82059.954,-123865.02
2019-01-01T03:16:00.000Z,1540818,82054.15,-123868.08
2019-01-01T03:17:00.000Z,1540819.3,82048.346,-123871.14
2019-01-01T03:18:00.000Z,1540820.6,82042.542,-123874.2
2019-01-01T03:19:00.000Z,1540821.9,82036.738,-123877.26
2019-01-01T03:20:00.000Z,1540823.2,82030.934,-123880.32
2019-01-01T03:21:00.000Z,1540824.5,82025.131,-123883.39
2019-01-01T03:22:00.000Z,1540825.8,82019.327,-123886.45
2019-01-01T03:23:00.000Z,1540827.1,82013.523,-123889.51
2019-01-01T03:24:00.000Z,1540828.4,82007.719,-123892.57
2019-01-01T03:25:00.000Z,1540829.7,82001.916,-123895.63
2019-01-01T03:26:00.000Z,1540831,81996.112,-123898.69
2019-01-01T03:27:00.000Z,1540832.3,81990.308,-123901.75
2019-01-01T03:28:00.000Z,1540833.6,81984.505,-123904.82
2019-01-01T03:29:00.000Z,1540834.9,81978.701,-123907.88
2019-01-01T03:30:00.000Z,1540836.2,81972.898,-123910.94
2019-01-01T03:31:00.000Z,1540837.5,81967.094,-123914
2019-01-01T03:32:00.000Z,1540838.8,81961.291,-123917.06
2019-01-01T03:33:00.000Z,1540840.1,81955.487,-123920.12
2019-01-01T03:34:00.000Z,1540841.4,81949.684,-123923.18
2019-01-01T03:35:00.000Z,1540842.7,81943.881,-123926.24
2019-01-01T03:36:00.000Z,1540844,81938.077,-123929.3
2019-01-01T03:37:00.000Z,1540845.3,81932.274,-123932.36
2019-01-01T03:38:00.000Z,1540846.6,81926.471,-123935.42
2019-01-01T03:39:00.000Z,1540847.8,81920.667,-123938.48
2019-01-01T03:40:00.000Z,1540849.1,81914.864,-123941.55
2019-01-01T03:41:00.000Z,1540850.4,81909.061,-123944.61
2019-01-01T03:42:00.000Z,1540851.7,81903.258,-123947.67
2019-01-01T03:43:00.000Z,1540853,81897.455,-123950.73
2019-01-01T03:44:00.000Z,1540854.3,81891.651,-123953.79
2019-01-01T03:45:00.000Z,1540855.6,81885.848,-123956.85
2019-01-01T03:46:00.000Z,1540856.9,81880.045,-123959.91
2019-01-01T03:47:00.000Z,1540858.2,81874.242,-123962.97
2019-01-01T03:48:00.000Z,1540859.5,81868.439,-123966.03
2019-01-01T03:49:00.000Z,1540860.8,81862.636,-123969.09
2019-01-01T03:50:00.000Z,1540862.1,81856.833,-123972.15
2019-01-01T03:51:00.000Z,1540863.4,81851.03,-123975.21
2019-01-01T03:52:00.000Z,1540864.7,81845.228,-123978.27
2019-01-01T03:53:00.000Z,1540866,81839.425,-123981.33
2019-01-01T03:54:00.000Z,1540867.3,81833.622,-123984.39
2019-01-01T03:55:00.000Z,1540868.6,81827.819,-123987.45
2019-01-01T03:56:00.000Z,1540869.9,81822.016,-123990.51
2019-01-01T03:57:00.000Z,1540871.2,81816.214,-123993.56
2019-01-01T03:58:00.000Z,1540872.5,81810.411,-123996.62
2019-01-01T03:59:00.000Z,1540873.8,81804.608,-123999.68
2019-01-01T04:00:00.000Z,1540875.1,81798.806,-124002.74
2019-01-01T04:01:00.000Z,1540876.4,81793.003,-124005.8
2019-01-01T04:02:00.000Z,1540877.7,81787.2,-124008.86
2019-01-01T04:03:00.000Z,1540879,81781.398,-124011.92
2019-01-01T04:04:00.000Z,1540880.3,81775.595,-124014.98
2019-01-01T04:05:00.000Z,1540881.6,81769.793,-124018.04
2019-01-01T04:06:00.000Z,1540882.8,81763.99,-124021.1
2019-01-01T04:07:00.000Z,1540884.1,81758.188,-124024.16
2019-01-01T04:08:00.000Z,1540885.4,81752.385,-124027.22
2019-01-01T04:09:00.000Z,1540886.7,81746.583,-124030.27
2019-01-01T04:10:00.000Z,1540888,81740.781,-124033.33
2019-01-01T04:11:00.000Z,1540889.3,81734.978,-124036.39
2019-01-01T04:12:00.000Z,1540890.6,81729.176,-124039.45
2019-01-01T04:13:00.000Z,1540891.9,81723.374,-124042.51
2019-01-01T04:14:00.000Z,1540893.2,81717.571,-124045.57
2019-01-01T04:15:00.000Z,1540894.5,81711.769,-124048.63
2019-01-01T04:16:00.000Z,1540895.8,81705.967,-124051.68
2019-01-01T04:17:00.000Z,1540897.1,81700.165,-124054.74
2019-01-01T04:18:00.000Z,1540898.4,81694.363,-124057.8
2019-01-01T04:19:00.000Z,1540899.7,81688.561,-124060.86
2019-01-01T04:20:00.000Z,1540901,81682.759,-124063.92
2019-01-01T04:21:00.000Z,1540902.3,81676.957,-124066.98
2019-01-01T04:22:00.000Z,1540903.5,81671.155,-124070.03
2019-01-01T04:23:00.000Z,1540904.8,81665.353,-124073.09
2019-01-01T04:24:00.000Z,1540906.1,81659.551,-124076.15
2019-01-01T04:25:00.000Z,1540907.4,81653.749,-124079.21
2019-01-01T04:26:00.000Z,1540908.7,81647.947,-124082.26
2019-01-01T04:27:00.000Z,1540910,81642.145,-124085.32
2019-01-01T04:28:00.000Z,1540911.3,81636.343,-124088.38
2019-01-01T04:29:00.000Z,1540912.6,81630.541,-124091.44
2019-01-01T04:30:00.000Z,1540913.9,81624.74,-124094.5
2019-01-01T04:31:00.000Z,1540915.2,81618.938,-124097.55
2019-01-01T04:32:00.000Z,1540916.5,81613.136,-124100.61
2019-01-01T04:33:00.000Z,1540917.8,81607.334,-124103.67
2019-01-01T04:34:00.000Z,1540919.1,81601.533,-124106.73
2019-01-01T04:35:00.000Z,1540920.3,81595.731,-124109.78
2019-01-01T04:36:00.000Z,1540921.6,81589.929,-124112.84
2019-01-01T04:37:00.000Z,1540922.9,81584.128,-124115.9
2019-01-01T04:38:00.000Z,1540924.2,81578.326,-124118.95
2019-01-01T04:39:00.000Z,1540925.5,81572.525,-124122.01
2019-01-01T04:40:00.000Z,1540926.8,81566.723,-124125.07
2019-01-01T04:41:00.000Z,1540928.1,81560.922,-124128.13
2019-01-01T04:42:00.000Z,1540929.4,81555.12,-124131.18
2019-01-01T04:43:00.000Z,1540930.7,81549.319,-124134.24
2019-01-01T04:44:00.000Z,1540932,81543.518,-124137.3
2019-01-01T04:45:00.000Z,1540933.3,81537.716,-124140.35
2019-01-01T04:46:00.000Z,1540934.5,81531.915,-124143.41
2019-01-01T04:47:00.000Z,1540935.8,81526.114,-124146.47
2019-01-01T04:48:00.000Z,1540937.1,81520.312,-124149.52
2019-01-01T04:49:00.000Z,1540938.4,81514.511,-124152.58
2019-01-01T04:50:00.000Z,1540939.7,81508.71,-124155.64
2019-01-01T04:51:00.000Z,1540941,81502.909,-124158.69
2019-01-01T04:52:00.000Z,1540942.3,81497.108,-124161.75
2019-01-01T04:53:00.000Z,1540943.6,81491.307,-124164.8
2019-01-01T04:54:00.000Z,1540944.9,81485.506,-124167.86
2019-01-01T04:55:00.000Z,1540946.2,81479.704,-124170.92
2019-01-01T04:56:00.000Z,1540947.4,81473.903,-124173.97
2019-01-01T04:57:00.000Z,1540948.7,81468.102,-124177.03
2019-01-01T04:58:00.000Z,1540950,81462.301,-124180.08
2019-01-01T04:59:00.000Z,1540951.3,81456.501,-124183.14
2019-01-01T05:00:00.000Z,1540952.6,81450.7,-124186.2
2019-01-01T05:01:00.000Z,1540953.9,81444.899,-124189.25
2019-01-01T05:02:00.000Z,1540955.2,81439.098,-124192.31
2019-01-01T05:03:00.000Z,1540956.5,81433.297,-124195.36
2019-01-01T05:04:00.000Z,1540957.8,81427.496,-124198.42
2019-01-01T05:05:00.000Z,1540959,81421.695,-124201.47
2019-01-01T05:06:00.000Z,1540960.3,81415.895,-124204.53
2019-01-01T05:07:00.000Z,1540961.6,81410.094,-124207.59
2019-01-01T05:08:00.000Z,1540962.9,81404.293,-124210.64
2019-01-01T05:09:00.000Z,1540964.2,81398.493,-124213.7
2019-01-01T05:10:00.000Z,1540965.5,81392.692,-124216.75
2019-01-01T05:11:00.000Z,1540966.8,81386.891,-124219.81
2019-01-01T05:12:00.000Z,1540968.1,81381.091,-124222.86
2019-01-01T05:13:00.000Z,1540969.3,81375.29,-124225.92
2019-01-01T05:14:00.000Z,1540970.6,81369.49,-124228.97
2019-01-01T05:15:00.000Z,1540971.9,81363.689,-124232.03
2019-01-01T05:16:00.000Z,1540973.2,81357.889,-124235.08
2019-01-01T05:17:00.000Z,1540974.5,81352.088,-124238.14
2019-01-01T05:18:00.000Z,1540975.8,81346.288,-124241.19
2019-01-01T05:19:00.000Z,1540977.1,81340.488,-124244.25
2019-01-01T05:20:00.000Z,1540978.4,81334.687,-124247.3
2019-01-01T05:21:00.000Z,1540979.6,81328.887,-124250.36
2019-01-01T05:22:00.000Z,1540980.9,81323.087,-124253.41
2019-01-01T05:23:00.000Z,1540982.2,81317.287,-124256.46
2019-01-01T05:24:00.000Z,1540983.5,81311.486,-124259.52
2019-01-01T05:25:00.000Z,1540984.8,81305.686,-124262.57
2019-01-01T05:26:00.000Z,1540986.1,81299.886,-124265.63
2019-01-01T05:27:00.000Z,1540987.4,81294.086,-124268.68
2019-01-01T05:28:00.000Z,1540988.6,81288.286,-124271.74
2019-01-01T05:29:00.000Z,1540989.9,81282.486,-124274.79
2019-01-01T05:30:00.000Z,1540991.2,81276.686,-124277.84
2019-01-01T05:31:00.000Z,1540992.5,81270.886,-124280.9
2019-01-01T05:32:00.000Z,1540993.8,81265.086,-124283.95
2019-01-01T05:33:00.000Z,1540995.1,81259.286,-124287.01
2019-01-01T05:34:00.000Z,1540996.4,81253.486,-124290.06
2019-01-01T05:35:00.000Z,1540997.6,81247.686,-124293.11
2019-01-01T05:36:00.000Z,1540998.9,81241.886,-124296.17
2019-01-01T05:37:00.000Z,1541000.2,81236.086,-124299.22
2019-01-01T05:38:00.000Z,1541001.5,81230.286,-124302.27
2019-01-01T05:39:00.000Z,1541002.8,81224.486,-124305.33
2019-01-01T05:40:00.000Z,1541004.1,81218.687,-124308.38
2019-01-01T05:41:00.000Z,1541005.4,81212.887,-124311.44
2019-01-01T05:42:00.000Z,1541006.6,81207.087,-124314.49
2019-01-01T05:43:00.000Z,1541007.9,81201.287,-124317.54
2019-01-01T05:44:00.000Z,1541009.2,81195.488,-124320.6
2019-01-01T05:45:00.000Z,1541010.5,81189.688,-124323.65
2019-01-01T05:46:00.000Z,1541011.8,81183.889,-124326.7
2019-01-01T05:47:00.000Z,1541013.1,81178.089,-124329.76
2019-01-01T05:48:00.000Z,1541014.3,81172.289,-124332.81
2019-01-01T05:49:00.000Z,1541015.6,81166.49,-124335.86
2019-01-01T05:50:00.000Z,1541016.9,81160.69,-124338.91
2019-01-01T05:51:00.000Z,1541018.2,81154.891,-124341.97
2019-01-01T05:52:00.000Z,1541019.5,81149.092,-124345.02
2019-01-01T05:53:00.000Z,1541020.8,81143.292,-124348.07
2019-01-01T05:54:00.000Z,1541022,81137.493,-124351.13
2019-01-01T05:55:00.000Z,1541023.3,81131.694,-124354.18
2019-01-01T05:56:00.000Z,1541024.6,81125.894,-124357.23
2019-01-01T05:57:00.000Z,1541025.9,81120.095,-124360.28
2019-01-01T05:58:00.000Z,1541027.2,81114.296,-124363.34
2019-01-01T05:59:00.000Z,1541028.5,81108.496,-124366.39
2019-01-01T06:00:00.000Z,1541029.7,81102.697,-124369.44
2019-01-01T06:01:00.000Z,1541031,81096.898,-124372.49
2019-01-01T06:02:00.000Z,1541032.3,81091.099,-124375.54
2019-01-01T06:03:00.000Z,1541033.6,81085.3,-124378.6
2019-01-01T06:04:00.000Z,1541034.9,81079.501,-124381.65
2019-01-01T06:05:00.000Z,1541036.1,81073.702,-124384.7
2019-01-01T06:06:00.000Z,1541037.4,81067.903,-124387.75
2019-01-01T06:07:00.000Z,1541038.7,81062.104,-124390.8
2019-01-01T06:08:00.000Z,1541040,81056.305,-124393.86
2019-01-01T06:09:00.000Z,1541041.3,81050.506,-124396.91
2019-01-01T06:10:00.000Z,1541042.6,81044.707,-124399.96
2019-01-01T06:11:00.000Z,1541043.8,81038.908,-124403.01
2019-01-01T06:12:00.000Z,1541045.1,81033.109,-124406.06
2019-01-01T06:13:00.000Z,1541046.4,81027.31,-124409.12
2019-01-01T06:14:00.000Z,1541047.7,81021.511,-124412.17
2019-01-01T06:15:00.000Z,1541049,81015.713,-124415.22
2019-01-01T06:16:00.000Z,1541050.2,81009.914,-124418.27
2019-01-01T06:17:00.000Z,1541051.5,81004.115,-124421.32
2019-01-01T06:18:00.000Z,1541052.8,80998.317,-124424.37
2019-01-01T06:19:00.000Z,1541054.1,80992.518,-124427.42
2019-01-01T06:20:00.000Z,1541055.4,80986.719,-124430.47
2019-01-01T06:21:00.000Z,1541056.6,80980.921,-124433.53
2019-01-01T06:22:00.000Z,1541057.9,80975.122,-124436.58
2019-01-01T06:23:00.000Z,1541059.2,80969.324,-124439.63
2019-01-01T06:24:00.000Z,1541060.5,80963.525,-124442.68
2019-01-01T06:25:00.000Z,1541061.8,80957.727,-124445.73
2019-01-01T06:26:00.000Z,1541063,80951.928,-124448.78
2019-01-01T06:27:00.000Z,1541064.3,80946.13,-124451.83
2019-01-01T06:28:00.000Z,1541065.6,80940.331,-124454.88
2019-01-01T06:29:00.000Z,1541066.9,80934.533,-124457.93
2019-01-01T06:30:00.000Z,1541068.2,80928.735,-124460.98
2019-01-01T06:31:00.000Z,1541069.4,80922.936,-124464.03
2019-01-01T06:32:00.000Z,1541070.7,80917.138,-124467.08
2019-01-01T06:33:00.000Z,1541072,80911.34,-124470.13
2019-01-01T06:34:00.000Z,1541073.3,80905.541,-124473.19
2019-01-01T06:35:00.000Z,1541074.6,80899.743,-124476.24
2019-01-01T06:36:00.000Z,1541075.8,80893.945,-124479.29
2019-01-01T06:37:00.000Z,1541077.1,80888.147,-124482.34
2019-01-01T06:38:00.000Z,1541078.4,80882.349,-124485.39
2019-01-01T06:39:00.000Z,1541079.7,80876.551,-124488.44
2019-01-01T06:40:00.000Z,1541080.9,80870.753,-124491.49
2019-01-01T06:41:00.000Z,1541082.2,80864.955,-124494.54
2019-01-01T06:42:00.000Z,1541083.5,80859.157,-124497.59
2019-01-01T06:43:00.000Z,1541084.8,80853.359,-124500.64
2019-01-01T06:44:00.000Z,1541086.1,80847.561,-124503.69
2019-01-01T06:45:00.000Z,1541087.3,80841.763,-124506.74
2019-01-01T06:46:00.000Z,1541088.6,80835.965,-124509.78
2019-01-01T06:47:00.000Z,1541089.9,80830.167,-124512.83
2019-01-01T06:48:00.000Z,1541091.2,80824.369,-124515.88
2019-01-01T06:49:00.000Z,1541092.4,80818.571,-124518.93
2019-01-01T06:50:00.000Z,1541093.7,80812.774,-124521.98
2019-01-01T06:51:00.000Z,1541095,80806.976,-124525.03
