EPOCH__yyyy-mm-ddThh:mm:ss.sssZ,X_(@_x_)_km,Y_(@_y_)_km,Z_(@_z_)_km
2019-01-01T00:00:00.000Z,1414716,-211445.68,98192.5
2019-01-01T00:00:00.000Z,1414716,-211445.68,98192.5
2019-01-01T00:12:00.000Z,1414705.6,-211395.47,98159.394
2019-01-01T00:24:00.000Z,1414695.4,-211345.28,98126.349
2019-01-01T00:36:00.000Z,1414685.1,-211295.07,98093.207
2019-01-01T00:48:00.000Z,1414674.8,-211244.85,98060.136
2019-01-01T01:00:00.000Z,1414664.4,-211194.62,98026.934
2019-01-01T01:12:00.000Z,1414654.2,-211144.41,97993.828
2019-01-01T01:24:00.000Z,1414644.1,-211094.21,97960.687
2019-01-01T01:36:00.000Z,1414634.2,-211044.03,97927.641
2019-01-01T01:48:00.000Z,1414624,-210993.81,97894.474
2019-01-01T02:00:00.000Z,1414614,-210943.61,97861.368
2019-01-01T02:12:00.000Z,1414604,-210893.41,97828.262
2019-01-01T02:24:00.000Z,1414594.1,-210843.21,97795.121
2019-01-01T02:36:00.000Z,1414584.4,-210793.04,97762.075
2019-01-01T02:48:00.000Z,1414574.4,-210742.82,97728.908
2019-01-01T03:00:00.000Z,1414564.7,-210692.63,97695.802
2019-01-01T03:12:00.000Z,1414554.9,-210642.44,97662.696
2019-01-01T03:24:00.000Z,1414545.3,-210592.25,97629.554
2019-01-01T03:36:00.000Z,1414535.7,-210542.07,97596.448
2019-01-01T03:48:00.000Z,1414526.1,-210491.88,97563.342
2019-01-01T04:00:00.000Z,1414516.5,-210441.7,97530.236
2019-01-01T04:12:00.000Z,1414507,-210391.52,97497.129
2019-01-01T04:24:00.000Z,1414497.6,-210341.34,97463.988
2019-01-01T04:36:00.000Z,1414488.2,-210291.16,97430.882
2019-01-01T04:48:00.000Z,1414478.8,-210240.99,97397.776
2019-01-01T05:00:00.000Z,1414469.5,-210190.82,97364.669
2019-01-01T05:12:00.000Z,1414460.3,-210140.65,97331.528
2019-01-01T05:24:00.000Z,1414451,-210090.47,97298.422
2019-01-01T05:36:00.000Z,1414441.9,-210040.3,97265.316
2019-01-01T05:48:00.000Z,1414432.7,-209990.14,97232.209
2019-01-01T06:00:00.000Z,1414423.7,-209939.98,97199.103
2019-01-01T06:12:00.000Z,1414414.5,-209889.79,97165.901
2019-01-01T06:24:00.000Z,1414405.5,-209839.63,97132.795
2019-01-01T06:36:00.000Z,1414396.7,-209789.5,97099.749
2019-01-01T06:48:00.000Z,1414387.8,-209739.34,97066.643
2019-01-01T07:00:00.000Z,1414379,-209689.19,97033.537
2019-01-01T07:12:00.000Z,1414370,-209639.02,97000.335
2019-01-01T07:24:00.000Z,1414361.3,-209588.86,96967.229
2019-01-01T07:36:00.000Z,1414352.7,-209538.75,96934.148
2019-01-01T07:48:00.000Z,1414344,-209488.6,96901.077
2019-01-01T08:00:00.000Z,1414335.3,-209438.43,96867.91
2019-01-01T08:12:00.000Z,1414326.7,-209388.29,96834.769
2019-01-01T08:24:00.000Z,1414318.2,-209338.15,96801.662
2019-01-01T08:36:00.000Z,1414309.8,-209288.04,96768.617
2019-01-01T08:48:00.000Z,1414301.4,-209237.9,96735.511
2019-01-01T09:00:00.000Z,1414292.9,-209187.75,96702.309
2019-01-01T09:12:00.000Z,1414284.5,-209137.62,96669.202
2019-01-01T09:24:00.000Z,1414276.2,-209087.49,96636.096
2019-01-01T09:36:00.000Z,1414268,-209037.36,96602.99
2019-01-01T09:48:00.000Z,1414259.8,-208987.24,96569.884
2019-01-01T10:00:00.000Z,1414251.6,-208937.12,96536.742
2019-01-01T10:12:00.000Z,1414243.5,-208887,96503.636
2019-01-01T10:24:00.000Z,1414235.4,-208836.88,96470.53
2019-01-01T10:36:00.000Z,1414227.4,-208786.76,96437.424
2019-01-01T10:48:00.000Z,1414219.4,-208736.65,96404.317
2019-01-01T11:00:00.000Z,1414211.5,-208686.55,96371.176
2019-01-01T11:12:00.000Z,1414203.6,-208636.44,96338.07
2019-01-01T11:24:00.000Z,1414195.8,-208586.34,96304.929
2019-01-01T11:36:00.000Z,1414188,-208536.22,96271.857
2019-01-01T11:48:00.000Z,1414180.2,-208486.12,96238.716
2019-01-01T12:00:00.000Z,1414172.5,-208436.03,96205.61
2019-01-01T12:12:00.000Z,1414164.9,-208385.93,96172.504
2019-01-01T12:24:00.000Z,1414157.3,-208335.84,96139.362
2019-01-01T12:36:00.000Z,1414149.7,-208285.74,96106.291
2019-01-01T12:48:00.000Z,1414142.2,-208235.66,96073.15
2019-01-01T13:00:00.000Z,1414134.7,-208185.57,96040.044
2019-01-01T13:12:00.000Z,1414127.3,-208135.48,96006.937
2019-01-01T13:24:00.000Z,1414119.8,-208085.38,95973.735
2019-01-01T13:36:00.000Z,1414112.4,-208035.29,95940.664
2019-01-01T13:48:00.000Z,1414105.3,-207985.25,95907.584
2019-01-01T14:00:00.000Z,1414098,-207935.18,95874.477
2019-01-01T14:12:00.000Z,1414090.9,-207885.1,95841.371
2019-01-01T14:24:00.000Z,1414083.6,-207835.01,95808.169
2019-01-01T14:36:00.000Z,1414076.5,-207784.94,95775.098
2019-01-01T14:48:00.000Z,1414069.5,-207734.9,95742.017
2019-01-01T15:00:00.000Z,1414062.5,-207684.84,95708.911
2019-01-01T15:12:00.000Z,1414055.4,-207634.75,95675.709
2019-01-01T15:24:00.000Z,1414048.5,-207584.7,95642.603
2019-01-01T15:36:00.000Z,1414041.1,-207534.27,95609.394
2019-01-01T15:48:00.000Z,1414029,-207480.79,95575.136
2019-01-01T16:00:00.000Z,1414016.2,-207426.88,95540.716
2019-01-01T16:12:00.000Z,1414003.4,-207372.94,95506.269
2019-01-01T16:24:00.000Z,1413990.6,-207319,95471.822
2019-01-01T16:36:00.000Z,1413978,-207265.09,95437.401
2019-01-01T16:48:00.000Z,1413965.4,-207211.17,95403.015
2019-01-01T17:00:00.000Z,1413952.9,-207157.27,95368.595
2019-01-01T17:12:00.000Z,1413940.2,-207103.29,95334.122
2019-01-01T17:24:00.000Z,1413927.7,-207049.39,95299.701
2019-01-01T17:36:00.000Z,1413915.4,-206995.48,95265.315
2019-01-01T17:48:00.000Z,1413902.9,-206941.55,95230.834
2019-01-01T18:00:00.000Z,1413890.6,-206887.65,95196.448
2019-01-01T18:12:00.000Z,1413878.2,-206833.71,95162.001
2019-01-01T18:24:00.000Z,1413866.1,-206779.81,95127.58
2019-01-01T18:36:00.000Z,1413853.8,-206725.88,95093.134
2019-01-01T18:48:00.000Z,1413841.7,-206671.97,95058.713
2019-01-01T19:00:00.000Z,1413829.5,-206618.05,95024.266
2019-01-01T19:12:00.000Z,1413817.4,-206564.11,94989.82
2019-01-01T19:24:00.000Z,1413805.4,-206510.22,94955.434
2019-01-01T19:36:00.000Z,1413793.5,-206456.32,94921.013
2019-01-01T19:48:00.000Z,1413781.7,-206402.43,94886.592
2019-01-01T20:00:00.000Z,1413769.7,-206348.5,94852.18
2019-01-01T20:12:00.000Z,1413757.8,-206294.57,94817.699
2019-01-01T20:24:00.000Z,1413746.1,-206240.68,94783.313
2019-01-01T20:36:00.000Z,1413734.3,-206186.77,94748.831
2019-01-01T20:48:00.000Z,1413722.7,-206132.87,94714.445
2019-01-01T21:00:00.000Z,1413710.9,-206078.95,94679.999
2019-01-01T21:12:00.000Z,1413699.4,-206025.06,94645.578
2019-01-01T21:24:00.000Z,1413687.8,-205971.15,94611.131
2019-01-01T21:36:00.000Z,1413676.4,-205917.26,94576.71
2019-01-01T21:48:00.000Z,1413665,-205863.38,94542.359
2019-01-01T22:00:00.000Z,1413653.4,-205809.44,94507.817
2019-01-01T22:12:00.000Z,1413642.1,-205755.55,94473.431
2019-01-01T22:24:00.000Z,1413630.8,-205701.67,94439.01
2019-01-01T22:36:00.000Z,1413619.6,-205647.78,94404.624
2019-01-01T22:48:00.000Z,1413608.3,-205593.88,94370.177
2019-01-01T23:00:00.000Z,1413597.1,-205539.97,94335.696
2019-01-01T23:12:00.000Z,1413586,-205486.1,94301.31
2019-01-01T23:24:00.000Z,1413574.9,-205432.19,94266.828
2019-01-01T23:36:00.000Z,1413563.9,-205378.31,94232.477
2019-01-01T23:48:00.000Z,1413552.9,-205324.42,94197.996
2019-01-02T00:00:00.000Z,1413542,-205270.54,94163.61
2019-01-02T00:12:00.000Z,1413531.1,-205216.65,94129.128
2019-01-02T00:24:00.000Z,1413520.3,-205162.78,94094.742
2019-01-02T00:36:00.000Z,1413509.5,-205108.9,94060.356
2019-01-02T00:48:00.000Z,1413498.7,-205055.02,94025.875
2019-01-02T01:00:00.000Z,1413488,-205001.12,93991.428
2019-01-02T01:12:00.000Z,1413477.4,-204947.26,93957.007
2019-01-02T01:24:00.000Z,1413466.8,-204893.39,93922.656
2019-01-02T01:36:00.000Z,1413456.2,-204839.51,93888.175
2019-01-02T01:48:00.000Z,1413445.6,-204785.62,93853.693
2019-01-02T02:00:00.000Z,1413435.2,-204731.75,93819.307
2019-01-02T02:12:00.000Z,1413424.7,-204677.87,93784.861
2019-01-02T02:24:00.000Z,1413414.4,-204624.01,93750.475
2019-01-02T02:36:00.000Z,1413404.2,-204570.16,93716.054
2019-01-02T02:48:00.000Z,1413393.8,-204516.28,93681.607
2019-01-02T03:00:00.000Z,1413383.5,-204462.4,93647.126
2019-01-02T03:12:00.000Z,1413373.4,-204408.55,93612.74
2019-01-02T03:24:00.000Z,1413363.3,-204354.7,93578.354
2019-01-02T03:36:00.000Z,1413353.2,-204300.83,93543.872
2019-01-02T03:48:00.000Z,1413343,-204246.96,93509.425
2019-01-02T04:00:00.000Z,1413333.1,-204193.12,93475.04
2019-01-02T04:12:00.000Z,1413323.2,-204139.27,93440.654
2019-01-02T04:24:00.000Z,1413313.3,-204085.4,93406.172
2019-01-02T04:36:00.000Z,1413303.3,-204031.54,93371.725
2019-01-02T04:48:00.000Z,1413293.6,-203977.7,93337.305
2019-01-02T05:00:00.000Z,1413283.8,-203923.84,93302.858
2019-01-02T05:12:00.000Z,1413274.1,-203870,93268.472
2019-01-02T05:24:00.000Z,1413264.5,-203816.16,93234.051
2019-01-02T05:36:00.000Z,1413254.8,-203762.31,93199.604
2019-01-02T05:48:00.000Z,1413245.2,-203708.45,93165.123
2019-01-02T06:00:00.000Z,1413235.7,-203654.62,93130.772
2019-01-02T06:12:00.000Z,1413226.3,-203600.8,93096.351
2019-01-02T06:24:00.000Z,1413216.8,-203546.95,93061.869
2019-01-02T06:36:00.000Z,1413207.4,-203493.1,93027.423
2019-01-02T06:48:00.000Z,1413198.1,-203439.27,92993.037
2019-01-02T07:00:00.000Z,1413188.9,-203385.45,92958.651
2019-01-02T07:12:00.000Z,1413179.6,-203331.61,92924.169
2019-01-02T07:24:00.000Z,1413170.3,-203277.77,92889.723
2019-01-02T07:36:00.000Z,1413161.2,-203223.95,92855.302
2019-01-02T07:48:00.000Z,1413152,-203170.12,92820.855
2019-01-02T08:00:00.000Z,1413143,-203116.3,92786.469
2019-01-02T08:12:00.000Z,1413134.1,-203062.5,92752.048
2019-01-02T08:24:00.000Z,1413125.1,-203008.66,92717.602
2019-01-02T08:36:00.000Z,1413116.1,-202954.83,92683.155
2019-01-02T08:48:00.000Z,1413107.3,-202901.03,92648.769
2019-01-02T09:00:00.000Z,1413098.5,-202847.23,92614.348
2019-01-02T09:12:00.000Z,1413089.7,-202793.4,92579.867
2019-01-02T09:24:00.000Z,1413080.9,-202739.58,92545.42
2019-01-02T09:36:00.000Z,1413072.3,-202685.78,92511.034
2019-01-02T09:48:00.000Z,1413063.7,-202631.99,92476.648
2019-01-02T10:00:00.000Z,1413055.1,-202578.17,92442.167
2019-01-02T10:12:00.000Z,1413046.6,-202524.38,92407.781
2019-01-02T10:24:00.000Z,1413038,-202470.57,92373.334
2019-01-02T10:36:00.000Z,1413029.6,-202416.77,92338.948
2019-01-02T10:48:00.000Z,1413021.2,-202362.97,92304.467
2019-01-02T11:00:00.000Z,1413012.9,-202309.19,92270.046
2019-01-02T11:12:00.000Z,1413004.5,-202255.38,92235.599
2019-01-02T11:24:00.000Z,1412996.2,-202201.57,92201.152
2019-01-02T11:36:00.000Z,1412988,-202147.79,92166.766
2019-01-02T11:48:00.000Z,1412980,-202094.03,92132.346
2019-01-02T12:00:00.000Z,1412971.9,-202040.25,92097.96
2019-01-02T12:12:00.000Z,1412963.6,-201986.43,92063.452
2019-01-02T12:24:00.000Z,1412955.7,-201932.66,92029.031
2019-01-02T12:36:00.000Z,1412947.8,-201878.89,91994.645
2019-01-02T12:48:00.000Z,1412939.8,-201825.11,91960.164
2019-01-02T13:00:00.000Z,1412932,-201771.34,91925.778
2019-01-02T13:12:00.000Z,1412924,-201717.56,91891.331
2019-01-02T13:24:00.000Z,1412916.3,-201663.8,91856.945
2019-01-02T13:36:00.000Z,1412908.5,-201610.01,91822.464
2019-01-02T13:48:00.000Z,1412900.9,-201556.27,91788.043
2019-01-02T14:00:00.000Z,1412893.2,-201502.48,91753.596
2019-01-02T14:12:00.000Z,1412885.5,-201448.71,91719.15
2019-01-02T14:24:00.000Z,1412878,-201394.96,91684.764
2019-01-02T14:36:00.000Z,1412870.6,-201341.22,91650.343
2019-01-02T14:48:00.000Z,1412863.2,-201287.49,91615.957
2019-01-02T15:00:00.000Z,1412855.6,-201233.69,91581.45
2019-01-02T15:12:00.000Z,1412848.3,-201179.96,91547.029
2019-01-02T15:24:00.000Z,1412841,-201126.22,91512.643
2019-01-02T15:36:00.000Z,1412833.3,-201072.2,91478.119
2019-01-02T15:48:00.000Z,1412822.8,-201016.64,91443.142
2019-01-02T16:00:00.000Z,1412812.5,-200961.09,91408.13
2019-01-02T16:12:00.000Z,1412802.3,-200905.57,91373.179
2019-01-02T16:24:00.000Z,1412790,-200848.97,91337.843
2019-01-02T16:36:00.000Z,1412776.2,-200791.61,91302.224
2019-01-02T16:48:00.000Z,1412762.5,-200734.25,91266.57
2019-01-02T17:00:00.000Z,1412748.9,-200676.93,91230.976
2019-01-02T17:12:00.000Z,1412735.2,-200619.57,91195.322
2019-01-02T17:24:00.000Z,1412721.7,-200562.25,91159.764
2019-01-02T17:36:00.000Z,1412708.3,-200504.92,91124.136
2019-01-02T17:48:00.000Z,1412694.8,-200447.56,91088.517
2019-01-02T18:00:00.000Z,1412681.5,-200390.23,91052.958
2019-01-02T18:12:00.000Z,1412668.1,-200332.88,91017.304
2019-01-02T18:24:00.000Z,1412654.7,-200275.52,90981.65
2019-01-02T18:36:00.000Z,1412641.5,-200218.21,90946.057
2019-01-02T18:48:00.000Z,1412628.2,-200160.85,90910.438
2019-01-02T19:00:00.000Z,1412615.2,-200103.53,90874.809
2019-01-02T19:12:00.000Z,1412602.1,-200046.2,90839.251
2019-01-02T19:24:00.000Z,1412589,-199988.86,90803.597
2019-01-02T19:36:00.000Z,1412575.9,-199931.5,90767.978
2019-01-02T19:48:00.000Z,1412563,-199874.18,90732.35
2019-01-02T20:00:00.000Z,1412550,-199816.83,90696.731
2019-01-02T20:12:00.000Z,1412537.3,-199759.54,90661.198
2019-01-02T20:24:00.000Z,1412524.5,-199702.2,90625.544
2019-01-02T20:36:00.000Z,1412511.6,-199644.85,90589.89
2019-01-02T20:48:00.000Z,1412498.9,-199587.53,90554.331
2019-01-02T21:00:00.000Z,1412486.2,-199530.18,90518.677
2019-01-02T21:12:00.000Z,1412473.5,-199472.84,90483.023
2019-01-02T21:24:00.000Z,1412461,-199415.52,90447.43
2019-01-02T21:36:00.000Z,1412448.5,-199358.21,90411.872
2019-01-02T21:48:00.000Z,1412436,-199300.87,90376.218
2019-01-02T22:00:00.000Z,1412423.6,-199243.55,90340.624
2019-01-02T22:12:00.000Z,1412411.1,-199186.2,90305.005
2019-01-02T22:24:00.000Z,1412398.7,-199128.86,90269.351
2019-01-02T22:36:00.000Z,1412386.5,-199071.55,90233.758
2019-01-02T22:48:00.000Z,1412374.3,-199014.25,90198.164
2019-01-02T23:00:00.000Z,1412362.2,-198956.93,90162.606
2019-01-02T23:12:00.000Z,1412350,-198899.6,90126.952
2019-01-02T23:24:00.000Z,1412337.8,-198842.26,90091.298
2019-01-02T23:36:00.000Z,1412325.8,-198784.94,90055.705
2019-01-02T23:48:00.000Z,1412313.8,-198727.61,90020.086
2019-01-03T00:00:00.000Z,1412301.9,-198670.31,89984.457
2019-01-03T00:12:00.000Z,1412290,-198613,89948.899
2019-01-03T00:24:00.000Z,1412278.1,-198555.67,89913.245
2019-01-03T00:36:00.000Z,1412266.2,-198498.34,89877.591
2019-01-03T00:48:00.000Z,1412254.5,-198441.03,89841.997
2019-01-03T01:00:00.000Z,1412242.7,-198383.71,89806.378
2019-01-03T01:12:00.000Z,1412231.1,-198326.4,89770.785
2019-01-03T01:24:00.000Z,1412219.6,-198269.11,89735.192
2019-01-03T01:36:00.000Z,1412207.9,-198211.77,89699.573
2019-01-03T01:48:00.000Z,1412196.5,-198154.48,89663.979
2019-01-03T02:00:00.000Z,1412184.9,-198097.15,89628.325
2019-01-03T02:12:00.000Z,1412173.5,-198039.82,89592.671
2019-01-03T02:24:00.000Z,1412162.1,-197982.52,89557.113
2019-01-03T02:36:00.000Z,1412150.9,-197925.23,89521.52
2019-01-03T02:48:00.000Z,1412139.5,-197867.91,89485.865
2019-01-03T03:00:00.000Z,1412128.4,-197810.62,89450.272
2019-01-03T03:12:00.000Z,1412117.1,-197753.3,89414.653
2019-01-03T03:24:00.000Z,1412105.9,-197695.97,89378.999
2019-01-03T03:36:00.000Z,1412094.9,-197638.69,89343.406
2019-01-03T03:48:00.000Z,1412083.9,-197581.4,89307.812
2019-01-03T04:00:00.000Z,1412072.9,-197524.12,89272.254
2019-01-03T04:12:00.000Z,1412061.9,-197466.8,89236.565
2019-01-03T04:24:00.000Z,1412051,-197409.49,89200.946
2019-01-03T04:36:00.000Z,1412040.2,-197352.2,89165.353
2019-01-03T04:48:00.000Z,1412029.3,-197294.9,89129.733
2019-01-03T05:00:00.000Z,1412018.6,-197237.61,89094.14
2019-01-03T05:12:00.000Z,1412008,-197180.34,89058.547
2019-01-03T05:24:00.000Z,1411997.2,-197123.02,89022.928
2019-01-03T05:36:00.000Z,1411986.6,-197065.73,88987.239
2019-01-03T05:48:00.000Z,1411976.1,-197008.44,88951.68
2019-01-03T06:00:00.000Z,1411965.5,-196951.14,88916.026
2019-01-03T06:12:00.000Z,1411955.1,-196893.86,88880.468
2019-01-03T06:24:00.000Z,1411944.7,-196836.59,88844.84
2019-01-03T06:36:00.000Z,1411934.3,-196779.29,88809.221
2019-01-03T06:48:00.000Z,1411924,-196722.02,88773.627
2019-01-03T07:00:00.000Z,1411913.7,-196664.72,88737.973
2019-01-03T07:12:00.000Z,1411903.4,-196607.42,88702.319
2019-01-03T07:24:00.000Z,1411893.3,-196550.16,88666.761
2019-01-03T07:36:00.000Z,1411883.2,-196492.89,88631.167
2019-01-03T07:48:00.000Z,1411873.1,-196435.6,88595.513
2019-01-03T08:00:00.000Z,1411863.1,-196378.34,88559.92
2019-01-03T08:12:00.000Z,1411853,-196321.05,88524.301
2019-01-03T08:24:00.000Z,1411843,-196263.76,88488.647
2019-01-03T08:36:00.000Z,1411833.2,-196206.51,88453.054
2019-01-03T08:48:00.000Z,1411823.4,-196149.24,88417.495
2019-01-03T09:00:00.000Z,1411813.6,-196091.96,88381.841
2019-01-03T09:12:00.000Z,1411803.9,-196034.71,88346.248
2019-01-03T09:24:00.000Z,1411794.1,-195977.43,88310.594
2019-01-03T09:36:00.000Z,1411784.5,-195920.17,88275.035
2019-01-03T09:48:00.000Z,1411774.9,-195862.89,88239.381
2019-01-03T10:00:00.000Z,1411765.4,-195805.65,88203.788
2019-01-03T10:12:00.000Z,1411755.9,-195748.4,88168.195
2019-01-03T10:24:00.000Z,1411746.4,-195691.13,88132.576
2019-01-03T10:36:00.000Z,1411736.9,-195633.86,88096.887
2019-01-03T10:48:00.000Z,1411727.6,-195576.62,88061.328
2019-01-03T11:00:00.000Z,1411718.3,-195519.33,88025.674
2019-01-03T11:12:00.000Z,1411709.1,-195462.1,87990.081
2019-01-03T11:24:00.000Z,1411699.9,-195404.86,87954.487
2019-01-03T11:36:00.000Z,1411690.7,-195347.6,87918.868
2019-01-03T11:48:00.000Z,1411681.5,-195290.33,87883.214
2019-01-03T12:00:00.000Z,1411672.5,-195233.11,87847.621
2019-01-03T12:12:00.000Z,1411663.4,-195175.84,87812.002
2019-01-03T12:24:00.000Z,1411654.4,-195118.62,87776.409
2019-01-03T12:36:00.000Z,1411645.6,-195061.39,87740.815
2019-01-03T12:48:00.000Z,1411636.6,-195004.14,87705.161
2019-01-03T13:00:00.000Z,1411627.9,-194946.91,87669.603
2019-01-03T13:12:00.000Z,1411619,-194889.66,87633.949
2019-01-03T13:24:00.000Z,1411610.2,-194832.41,87598.295
2019-01-03T13:36:00.000Z,1411601.6,-194775.18,87562.701
2019-01-03T13:48:00.000Z,1411593,-194717.97,87527.143
2019-01-03T14:00:00.000Z,1411584.3,-194660.72,87491.489
2019-01-03T14:12:00.000Z,1411575.8,-194603.51,87455.896
2019-01-03T14:24:00.000Z,1411567.3,-194546.27,87420.242
2019-01-03T14:36:00.000Z,1411558.9,-194489.06,87384.683
2019-01-03T14:48:00.000Z,1411550.4,-194431.82,87348.994
2019-01-03T15:00:00.000Z,1411542.1,-194374.62,87313.436
2019-01-03T15:12:00.000Z,1411533.9,-194317.4,87277.842
2019-01-03T15:24:00.000Z,1411525.6,-194260.17,87242.223
2019-01-03T15:36:00.000Z,1411517.3,-194202.94,87206.534
2019-01-03T15:48:00.000Z,1411509.2,-194145.74,87170.976
2019-01-03T16:00:00.000Z,1411501,-194088.51,87135.357
2019-01-03T16:12:00.000Z,1411493,-194031.32,87099.729
2019-01-03T16:24:00.000Z,1411485,-193974.12,87064.17
2019-01-03T16:36:00.000Z,1411477,-193916.91,87028.516
2019-01-03T16:48:00.000Z,1411469,-193859.68,86992.897
2019-01-03T17:00:00.000Z,1411461.2,-193802.5,86957.269
2019-01-03T17:12:00.000Z,1411453.3,-193745.28,86921.65
2019-01-03T17:24:00.000Z,1411445.6,-193688.09,86886.056
2019-01-03T17:36:00.000Z,1411437.9,-193630.92,86850.463
2019-01-03T17:48:00.000Z,1411430.2,-193573.7,86814.809
2019-01-03T18:00:00.000Z,1411417.6,-193514.19,86778.386
2019-01-03T18:12:00.000Z,1411403,-193453.78,86741.604
2019-01-03T18:24:00.000Z,1411388.3,-193393.34,86704.796
2019-01-03T18:36:00.000Z,1411373.6,-193332.89,86667.989
2019-01-03T18:48:00.000Z,1411359.1,-193272.48,86631.206
2019-01-03T19:00:00.000Z,1411344.6,-193212.04,86594.399
2019-01-03T19:12:00.000Z,1411330.1,-193151.6,86557.591
2019-01-03T19:24:00.000Z,1411315.8,-193091.18,86520.844
2019-01-03T19:36:00.000Z,1411301.3,-193030.74,86484.036
2019-01-03T19:48:00.000Z,1411287,-192970.3,86447.193
2019-01-03T20:00:00.000Z,1411272.7,-192909.84,86410.385
2019-01-03T20:12:00.000Z,1411258.6,-192849.43,86373.638
2019-01-03T20:24:00.000Z,1411244.4,-192788.99,86336.795
2019-01-03T20:36:00.000Z,1411230.2,-192728.54,86299.987
2019-01-03T20:48:00.000Z,1411216.2,-192668.13,86263.24
2019-01-03T21:00:00.000Z,1411202.1,-192607.69,86226.397
2019-01-03T21:12:00.000Z,1411188.1,-192547.25,86189.589
2019-01-03T21:24:00.000Z,1411174.3,-192486.83,86152.842
2019-01-03T21:36:00.000Z,1411160.4,-192426.39,86115.999
2019-01-03T21:48:00.000Z,1411146.5,-192365.96,86079.191
2019-01-03T22:00:00.000Z,1411132.8,-192305.54,86042.444
2019-01-03T22:12:00.000Z,1411119.1,-192245.09,86005.636
2019-01-03T22:24:00.000Z,1411105.3,-192184.65,85968.793
2019-01-03T22:36:00.000Z,1411091.7,-192124.2,85931.986
2019-01-03T22:48:00.000Z,1411078.2,-192063.78,85895.238
2019-01-03T23:00:00.000Z,1411064.6,-192003.34,85858.431
2019-01-03T23:12:00.000Z,1411051.1,-191942.9,85821.588
2019-01-03T23:24:00.000Z,1411037.7,-191882.49,85784.84
2019-01-03T23:36:00.000Z,1411024.3,-191822.05,85748.033
2019-01-03T23:48:00.000Z,1411010.9,-191761.62,85711.19
2019-01-04T00:00:00.000Z,1410997.7,-191701.2,85674.443
2019-01-04T00:12:00.000Z,1410984.4,-191640.76,85637.635
2019-01-04T00:24:00.000Z,1410971.2,-191580.31,85600.792
2019-01-04T00:36:00.000Z,1410958.2,-191519.9,85564.045
2019-01-04T00:48:00.000Z,1410945,-191459.46,85527.237
2019-01-04T01:00:00.000Z,1410931.9,-191399.03,85490.429
2019-01-04T01:12:00.000Z,1410918.9,-191338.59,85453.586
2019-01-04T01:24:00.000Z,1410906.1,-191278.18,85416.839
2019-01-04T01:36:00.000Z,1410893.1,-191217.74,85380.031
2019-01-04T01:48:00.000Z,1410880.2,-191157.31,85343.188
2019-01-04T02:00:00.000Z,1410867.5,-191096.9,85306.441
2019-01-04T02:12:00.000Z,1410854.7,-191036.46,85269.633
2019-01-04T02:24:00.000Z,1410842,-190976.02,85232.825
2019-01-04T02:36:00.000Z,1410829.4,-190915.61,85196.043
2019-01-04T02:48:00.000Z,1410816.8,-190855.17,85159.235
2019-01-04T03:00:00.000Z,1410804.2,-190794.74,85122.427
2019-01-04T03:12:00.000Z,1410791.8,-190734.34,85085.645
2019-01-04T03:24:00.000Z,1410779.3,-190673.9,85048.837
2019-01-04T03:36:00.000Z,1410766.8,-190613.47,85012.03
2019-01-04T03:48:00.000Z,1410754.4,-190553.04,84975.222
2019-01-04T04:00:00.000Z,1410742.2,-190492.64,84938.44
2019-01-04T04:12:00.000Z,1410729.9,-190432.21,84901.632
2019-01-04T04:24:00.000Z,1410717.8,-190371.8,84864.884
2019-01-04T04:36:00.000Z,1410705.6,-190311.38,84828.042
2019-01-04T04:48:00.000Z,1410693.4,-190250.93,84791.234
2019-01-04T05:00:00.000Z,1410681.5,-190190.54,84754.487
2019-01-04T05:12:00.000Z,1410669.4,-190130.11,84717.644
2019-01-04T05:24:00.000Z,1410657.5,-190069.71,84680.897
2019-01-04T05:36:00.000Z,1410645.6,-190009.28,84644.089
2019-01-04T05:48:00.000Z,1410633.7,-189948.86,84607.281
2019-01-04T06:00:00.000Z,1410621.9,-189888.47,84570.499
2019-01-04T06:12:00.000Z,1410610.1,-189828.04,84533.691
2019-01-04T06:24:00.000Z,1410598.4,-189767.61,84496.883
2019-01-04T06:36:00.000Z,1410586.8,-189707.22,84460.136
2019-01-04T06:48:00.000Z,1410575.1,-189646.78,84423.293
2019-01-04T07:00:00.000Z,1410563.5,-189586.37,84386.485
2019-01-04T07:12:00.000Z,1410552.1,-189525.97,84349.738
2019-01-04T07:24:00.000Z,1410540.5,-189465.55,84312.895
2019-01-04T07:36:00.000Z,1410529.1,-189405.13,84276.087
2019-01-04T07:48:00.000Z,1410517.8,-189344.75,84239.34
2019-01-04T08:00:00.000Z,1410506.4,-189284.33,84202.497
2019-01-04T08:12:00.000Z,1410495.1,-189223.91,84165.689
2019-01-04T08:24:00.000Z,1410483.8,-189163.48,84128.881
2019-01-04T08:36:00.000Z,1410472.7,-189103.11,84092.099
2019-01-04T08:48:00.000Z,1410461.5,-189042.69,84055.291
2019-01-04T09:00:00.000Z,1410450.4,-188982.25,84018.484
2019-01-04T09:12:00.000Z,1410439.5,-188921.88,83981.736
2019-01-04T09:24:00.000Z,1410428.4,-188861.46,83944.929
2019-01-04T09:36:00.000Z,1410417.5,-188801.05,83908.086
2019-01-04T09:48:00.000Z,1410406.7,-188740.68,83871.338
2019-01-04T10:00:00.000Z,1410395.8,-188680.26,83834.531
2019-01-04T10:12:00.000Z,1410384.9,-188619.85,83797.688
