EPOCH_TIME_yyyy-mm-ddThh:mm:ss.sssZ,PROTON_DENSITY_n/cc,X_(S/C)__GSE_Re,Y_(S/C)__GSE_Re,Z_(S/C)__GSE_Re
2019-01-01T00:00:00.000Z,4.96,208.01,94.79,-6.49
2019-01-01T00:01:00.000Z,4.95,208.01,94.79,-6.49
2019-01-01T00:02:00.000Z,4.88,208.02,94.79,-6.49
2019-01-01T00:03:00.000Z,5.43,208.01,94.79,-6.49
2019-01-01T00:04:00.000Z,5.64,208.01,94.79,-6.49
2019-01-01T00:05:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T00:06:00.000Z,4.5,208.01,94.79,-6.49
2019-01-01T00:07:00.000Z,4.5,208.01,94.79,-6.49
2019-01-01T00:08:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T00:09:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T00:10:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T00:11:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T00:12:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T00:13:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T00:14:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T00:15:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T00:16:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T00:17:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T00:18:00.000Z,4.86,208.02,94.8,-6.49
2019-01-01T00:19:00.000Z,4.86,208.02,94.8,-6.49
2019-01-01T00:20:00.000Z,4.86,208.02,94.8,-6.49
2019-01-01T00:21:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T00:22:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T00:23:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T00:24:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T00:25:00.000Z,3.72,208.03,94.8,-6.49
2019-01-01T00:26:00.000Z,3.72,208.03,94.8,-6.49
2019-01-01T00:27:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T00:28:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T00:29:00.000Z,4.16,208.03,94.8,-6.49
2019-01-01T00:30:00.000Z,4.16,208.03,94.8,-6.49
2019-01-01T00:31:00.000Z,4.16,208.03,94.8,-6.49
2019-01-01T00:32:00.000Z,4.9,208.03,94.8,-6.49
2019-01-01T00:33:00.000Z,4.9,208.03,94.8,-6.49
2019-01-01T00:34:00.000Z,4.45,208.03,94.8,-6.49
2019-01-01T00:35:00.000Z,3.66,208.03,94.81,-6.49
2019-01-01T00:36:00.000Z,3.86,208.03,94.81,-6.49
2019-01-01T00:37:00.000Z,4.41,208.03,94.81,-6.49
2019-01-01T00:38:00.000Z,4.51,208.04,94.82,-6.49
2019-01-01T00:39:00.000Z,4.36,208.04,94.82,-6.49
2019-01-01T00:40:00.000Z,4.77,208.03,94.81,-6.49
2019-01-01T00:41:00.000Z,4.74,208.03,94.81,-6.49
2019-01-01T00:42:00.000Z,4.24,208.04,94.82,-6.49
2019-01-01T00:43:00.000Z,4.12,208.04,94.82,-6.49
2019-01-01T00:44:00.000Z,4.28,208.03,94.81,-6.49
2019-01-01T00:45:00.000Z,3.92,208.04,94.82,-6.49
2019-01-01T00:46:00.000Z,3.33,208.04,94.82,-6.49
2019-01-01T00:47:00.000Z,3.32,208.05,94.83,-6.49
2019-01-01T00:48:00.000Z,3.32,208.05,94.83,-6.49
2019-01-01T00:49:00.000Z,3.13,208.05,94.83,-6.49
2019-01-01T00:50:00.000Z,3.27,208.05,94.83,-6.49
2019-01-01T00:51:00.000Z,3.36,208.05,94.83,-6.49
2019-01-01T00:52:00.000Z,3.61,208.05,94.83,-6.49
2019-01-01T00:53:00.000Z,3.82,208.06,94.84,-6.49
2019-01-01T00:54:00.000Z,4.11,208.06,94.84,-6.49
2019-01-01T00:55:00.000Z,4.33,208.06,94.84,-6.49
2019-01-01T00:56:00.000Z,4.34,208.06,94.84,-6.49
2019-01-01T00:57:00.000Z,4.19,208.06,94.84,-6.49
2019-01-01T00:58:00.000Z,3.64,208.07,94.85,-6.49
2019-01-01T00:59:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T01:00:00.000Z,4.82,208.07,94.85,-6.49
2019-01-01T01:01:00.000Z,4.82,208.07,94.85,-6.49
2019-01-01T01:02:00.000Z,3.83,208.07,94.85,-6.49
2019-01-01T01:03:00.000Z,4.18,208.07,94.85,-6.49
2019-01-01T01:04:00.000Z,4.48,208.07,94.85,-6.49
2019-01-01T01:05:00.000Z,4.19,208.07,94.85,-6.48
2019-01-01T01:06:00.000Z,3.81,208.08,94.86,-6.48
2019-01-01T01:07:00.000Z,3.95,208.08,94.86,-6.48
2019-01-01T01:08:00.000Z,3.99,208.08,94.86,-6.48
2019-01-01T01:09:00.000Z,3.93,208.08,94.86,-6.48
2019-01-01T01:10:00.000Z,3.54,208.08,94.87,-6.48
2019-01-01T01:11:00.000Z,3.46,208.08,94.87,-6.49
2019-01-01T01:12:00.000Z,3.56,208.08,94.88,-6.49
2019-01-01T01:13:00.000Z,3.45,208.08,94.88,-6.49
2019-01-01T01:14:00.000Z,2.98,208.09,94.88,-6.49
2019-01-01T01:15:00.000Z,3.19,208.09,94.88,-6.49
2019-01-01T01:16:00.000Z,3.19,208.09,94.88,-6.49
2019-01-01T01:17:00.000Z,3.19,208.09,94.88,-6.49
2019-01-01T01:18:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T01:19:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T01:20:00.000Z,3.34,208.09,94.88,-6.49
2019-01-01T01:21:00.000Z,3.34,208.09,94.88,-6.49
2019-01-01T01:22:00.000Z,3.32,208.09,94.88,-6.49
2019-01-01T01:23:00.000Z,3.13,208.09,94.88,-6.48
2019-01-01T01:24:00.000Z,3.13,208.09,94.88,-6.48
2019-01-01T01:25:00.000Z,2.86,208.09,94.88,-6.48
2019-01-01T01:26:00.000Z,2.94,208.09,94.88,-6.48
2019-01-01T01:27:00.000Z,3.11,208.1,94.88,-6.48
2019-01-01T01:28:00.000Z,3.11,208.1,94.88,-6.48
2019-01-01T01:29:00.000Z,3.11,208.1,94.88,-6.48
2019-01-01T01:30:00.000Z,3.22,208.1,94.88,-6.48
2019-01-01T01:31:00.000Z,3.22,208.1,94.88,-6.48
2019-01-01T01:32:00.000Z,3.9,208.1,94.89,-6.48
2019-01-01T01:33:00.000Z,3.9,208.1,94.89,-6.48
2019-01-01T01:34:00.000Z,3.9,208.1,94.89,-6.48
2019-01-01T01:35:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T01:36:00.000Z,2.49,208.1,94.89,-6.48
2019-01-01T01:37:00.000Z,2.49,208.1,94.89,-6.48
2019-01-01T01:38:00.000Z,2.49,208.1,94.89,-6.48
2019-01-01T01:39:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T01:40:00.000Z,2.45,208.1,94.89,-6.48
2019-01-01T01:41:00.000Z,2.45,208.1,94.89,-6.48
2019-01-01T01:42:00.000Z,2.45,208.1,94.89,-6.48
2019-01-01T01:43:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T01:44:00.000Z,2.72,208.1,94.9,-6.48
2019-01-01T01:45:00.000Z,2.72,208.1,94.9,-6.48
2019-01-01T01:46:00.000Z,2.72,208.1,94.9,-6.48
2019-01-01T01:47:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T01:48:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T01:49:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T01:50:00.000Z,3.28,208.1,94.9,-6.48
2019-01-01T01:51:00.000Z,3.28,208.1,94.9,-6.48
2019-01-01T01:52:00.000Z,3.62,208.1,94.9,-6.48
2019-01-01T01:53:00.000Z,3.6,208.1,94.9,-6.48
2019-01-01T01:54:00.000Z,3.65,208.1,94.9,-6.48
2019-01-01T01:55:00.000Z,3.83,208.1,94.9,-6.48
2019-01-01T01:56:00.000Z,3.72,208.11,94.9,-6.48
2019-01-01T01:57:00.000Z,3.72,208.11,94.9,-6.48
2019-01-01T01:58:00.000Z,3.65,208.11,94.9,-6.48
2019-01-01T01:59:00.000Z,3.65,208.11,94.9,-6.48
2019-01-01T02:00:00.000Z,3.4,208.11,94.9,-6.48
2019-01-01T02:01:00.000Z,3.45,208.11,94.9,-6.48
2019-01-01T02:02:00.000Z,3.68,208.11,94.9,-6.48
2019-01-01T02:03:00.000Z,3.69,208.11,94.9,-6.48
2019-01-01T02:04:00.000Z,3.71,208.11,94.9,-6.48
2019-01-01T02:05:00.000Z,4.02,208.11,94.9,-6.48
2019-01-01T02:06:00.000Z,4.27,208.11,94.9,-6.48
2019-01-01T02:07:00.000Z,4.27,208.11,94.9,-6.48
2019-01-01T02:08:00.000Z,3.97,208.11,94.9,-6.48
2019-01-01T02:09:00.000Z,3.97,208.11,94.9,-6.48
2019-01-01T02:10:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T02:11:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T02:12:00.000Z,4.14,208.12,94.91,-6.48
2019-01-01T02:13:00.000Z,4.14,208.12,94.91,-6.48
2019-01-01T02:14:00.000Z,4.14,208.12,94.91,-6.48
2019-01-01T02:15:00.000Z,4.03,208.12,94.91,-6.48
2019-01-01T02:16:00.000Z,4.03,208.12,94.91,-6.48
2019-01-01T02:17:00.000Z,3.99,208.12,94.91,-6.48
2019-01-01T02:18:00.000Z,4,208.12,94.91,-6.48
2019-01-01T02:19:00.000Z,4.02,208.12,94.91,-6.48
2019-01-01T02:20:00.000Z,4.4,208.12,94.91,-6.48
2019-01-01T02:21:00.000Z,4.69,208.12,94.91,-6.48
2019-01-01T02:22:00.000Z,4.71,208.12,94.91,-6.48
2019-01-01T02:23:00.000Z,4.36,208.13,94.92,-6.48
2019-01-01T02:24:00.000Z,4.4,208.13,94.92,-6.48
2019-01-01T02:25:00.000Z,4.39,208.13,94.92,-6.48
2019-01-01T02:26:00.000Z,4.39,208.13,94.92,-6.48
2019-01-01T02:27:00.000Z,4.09,208.13,94.92,-6.48
2019-01-01T02:28:00.000Z,4.1,208.13,94.92,-6.48
2019-01-01T02:29:00.000Z,4.21,208.13,94.92,-6.48
2019-01-01T02:30:00.000Z,4.26,208.13,94.92,-6.48
2019-01-01T02:31:00.000Z,4.26,208.13,94.92,-6.48
2019-01-01T02:32:00.000Z,4.25,208.13,94.92,-6.48
2019-01-01T02:33:00.000Z,4.33,208.14,94.93,-6.47
2019-01-01T02:34:00.000Z,4.33,208.14,94.93,-6.47
2019-01-01T02:35:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T02:36:00.000Z,4.34,208.14,94.93,-6.47
2019-01-01T02:37:00.000Z,4.34,208.14,94.93,-6.47
2019-01-01T02:38:00.000Z,4.34,208.14,94.93,-6.47
2019-01-01T02:39:00.000Z,4.4,208.14,94.93,-6.47
2019-01-01T02:40:00.000Z,4.37,208.14,94.93,-6.47
2019-01-01T02:41:00.000Z,4.32,208.14,94.93,-6.47
2019-01-01T02:42:00.000Z,4.08,208.14,94.93,-6.47
2019-01-01T02:43:00.000Z,4.07,208.14,94.93,-6.47
2019-01-01T02:44:00.000Z,4.23,208.14,94.93,-6.47
2019-01-01T02:45:00.000Z,4.35,208.14,94.93,-6.47
2019-01-01T02:46:00.000Z,4.65,208.14,94.93,-6.47
2019-01-01T02:47:00.000Z,4.35,208.15,94.94,-6.47
2019-01-01T02:48:00.000Z,4.34,208.15,94.94,-6.47
2019-01-01T02:49:00.000Z,5.11,208.15,94.94,-6.47
2019-01-01T02:50:00.000Z,5.08,208.15,94.94,-6.47
2019-01-01T02:51:00.000Z,4.09,208.15,94.94,-6.47
2019-01-01T02:52:00.000Z,4.17,208.15,94.94,-6.47
2019-01-01T02:53:00.000Z,4.22,208.15,94.94,-6.47
2019-01-01T02:54:00.000Z,4.5,208.15,94.94,-6.47
2019-01-01T02:55:00.000Z,4.38,208.15,94.94,-6.47
2019-01-01T02:56:00.000Z,4.32,208.15,94.94,-6.47
2019-01-01T02:57:00.000Z,4.3,208.15,94.94,-6.47
2019-01-01T02:58:00.000Z,4.43,208.15,94.94,-6.47
2019-01-01T02:59:00.000Z,4.54,208.15,94.95,-6.47
2019-01-01T03:00:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T03:01:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T03:02:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T03:03:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T03:04:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T03:05:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T03:06:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T03:07:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T03:08:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T03:09:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T03:10:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T03:11:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T03:12:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T03:13:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T03:14:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T03:15:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T03:16:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T03:17:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T03:18:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T03:19:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T03:20:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T03:21:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T03:22:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T03:23:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T03:24:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T03:25:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T03:26:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T03:27:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T03:28:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T03:29:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T03:30:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T03:31:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T03:32:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T03:33:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T03:34:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T03:35:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T03:36:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T03:37:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T03:38:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T03:39:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T03:40:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T03:41:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T03:42:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T03:43:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T03:44:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T03:45:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T03:46:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T03:47:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T03:48:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T03:49:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T03:50:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T03:51:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T03:52:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T03:53:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T03:54:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T03:55:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T03:56:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T03:57:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T03:58:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T03:59:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T04:00:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T04:01:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T04:02:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T04:03:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T04:04:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T04:05:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T04:06:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T04:07:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T04:08:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T04:09:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T04:10:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T04:11:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T04:12:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T04:13:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T04:14:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T04:15:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T04:16:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T04:17:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T04:18:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T04:19:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T04:20:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T04:21:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T04:22:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T04:23:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T04:24:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T04:25:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T04:26:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T04:27:00.000Z,4.77,222.03,-33.07,15.32
2019-01-01T04:28:00.000Z,4.46,222.03,-33.07,15.32
2019-01-01T04:29:00.000Z,4.29,222.03,-33.07,15.32
2019-01-01T04:30:00.000Z,4.83,222.03,-33.07,15.32
2019-01-01T04:31:00.000Z,4.98,222.03,-33.07,15.31
2019-01-01T04:32:00.000Z,5.02,222.03,-33.07,15.31
2019-01-01T04:33:00.000Z,5.08,222.03,-33.07,15.31
2019-01-01T04:34:00.000Z,4.99,222.03,-33.07,15.31
2019-01-01T04:35:00.000Z,5,222.03,-33.06,15.31
2019-01-01T04:36:00.000Z,5,222.03,-33.06,15.31
2019-01-01T04:37:00.000Z,4.76,222.03,-33.06,15.31
2019-01-01T04:38:00.000Z,4.98,222.03,-33.06,15.31
2019-01-01T04:39:00.000Z,5.01,222.03,-33.06,15.31
2019-01-01T04:40:00.000Z,4.6,222.03,-33.06,15.31
2019-01-01T04:41:00.000Z,4.78,222.03,-33.06,15.31
2019-01-01T04:42:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T04:43:00.000Z,4.6,222.03,-33.06,15.31
2019-01-01T04:44:00.000Z,4.54,222.03,-33.06,15.31
2019-01-01T04:45:00.000Z,4.46,222.03,-33.06,15.31
2019-01-01T04:46:00.000Z,4.94,222.03,-33.06,15.31
2019-01-01T04:47:00.000Z,4.92,222.03,-33.06,15.31
2019-01-01T04:48:00.000Z,4.6,222.03,-33.06,15.31
2019-01-01T04:49:00.000Z,4.64,222.03,-33.06,15.31
2019-01-01T04:50:00.000Z,4.76,222.03,-33.06,15.31
2019-01-01T04:51:00.000Z,4.77,222.03,-33.06,15.31
2019-01-01T04:52:00.000Z,5.13,222.03,-33.05,15.31
2019-01-01T04:53:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T04:54:00.000Z,4.69,222.03,-33.05,15.31
2019-01-01T04:55:00.000Z,4.78,222.03,-33.05,15.3
2019-01-01T04:56:00.000Z,4.68,222.03,-33.05,15.3
2019-01-01T04:57:00.000Z,4.68,222.03,-33.05,15.31
2019-01-01T04:58:00.000Z,4.78,222.03,-33.05,15.3
2019-01-01T04:59:00.000Z,4.76,222.03,-33.05,15.3
2019-01-01T05:00:00.000Z,4.32,222.03,-33.04,15.3
2019-01-01T05:01:00.000Z,4.58,222.03,-33.04,15.3
2019-01-01T05:02:00.000Z,4.54,222.03,-33.04,15.3
2019-01-01T05:03:00.000Z,4.45,222.03,-33.04,15.3
2019-01-01T05:04:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T05:05:00.000Z,4.44,222.03,-33.04,15.3
2019-01-01T05:06:00.000Z,4.44,222.03,-33.04,15.3
2019-01-01T05:07:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T05:08:00.000Z,4.81,222.03,-33.04,15.3
2019-01-01T05:09:00.000Z,4.81,222.03,-33.04,15.3
2019-01-01T05:10:00.000Z,4.48,222.03,-33.04,15.3
2019-01-01T05:11:00.000Z,4.48,222.03,-33.04,15.3
2019-01-01T05:12:00.000Z,4.7,222.03,-33.04,15.3
2019-01-01T05:13:00.000Z,4.7,222.03,-33.04,15.3
2019-01-01T05:14:00.000Z,4.23,222.03,-33.04,15.3
2019-01-01T05:15:00.000Z,4.23,222.03,-33.04,15.3
2019-01-01T05:16:00.000Z,4.41,222.03,-33.04,15.3
2019-01-01T05:17:00.000Z,4.41,222.03,-33.04,15.3
2019-01-01T05:18:00.000Z,4.64,222.03,-33.04,15.3
2019-01-01T05:19:00.000Z,4.59,222.03,-33.04,15.29
2019-01-01T05:20:00.000Z,4.58,222.03,-33.04,15.29
2019-01-01T05:21:00.000Z,4.34,222.03,-33.04,15.29
2019-01-01T05:22:00.000Z,4.38,222.03,-33.03,15.29
2019-01-01T05:23:00.000Z,4.56,222.01,-33.03,15.29
2019-01-01T05:24:00.000Z,4.58,222.01,-33.03,15.29
2019-01-01T05:25:00.000Z,4.63,222.01,-33.03,15.29
2019-01-01T05:26:00.000Z,4.41,222.01,-33.03,15.29
2019-01-01T05:27:00.000Z,4.04,222.01,-33.03,15.29
2019-01-01T05:28:00.000Z,4.11,222.01,-33.03,15.29
2019-01-01T05:29:00.000Z,4.46,222.01,-33.03,15.29
2019-01-01T05:30:00.000Z,4.38,222.01,-33.03,15.29
2019-01-01T05:31:00.000Z,4.52,222.01,-33.03,15.29
2019-01-01T05:32:00.000Z,4.27,222.01,-33.03,15.29
2019-01-01T05:33:00.000Z,4.56,222.01,-33.03,15.29
2019-01-01T05:34:00.000Z,4.69,222.01,-33.03,15.29
2019-01-01T05:35:00.000Z,4.75,222.01,-33.03,15.29
2019-01-01T05:36:00.000Z,4.78,222.01,-33.03,15.29
2019-01-01T05:37:00.000Z,4.81,222.01,-33.03,15.29
2019-01-01T05:38:00.000Z,4.65,222.01,-33.02,15.29
2019-01-01T05:39:00.000Z,4.57,222.01,-33.02,15.29
2019-01-01T05:40:00.000Z,4.52,222.01,-33.02,15.28
2019-01-01T05:41:00.000Z,4.42,222.01,-33.02,15.28
2019-01-01T05:42:00.000Z,4.46,222.01,-33.02,15.28
2019-01-01T05:43:00.000Z,4.69,222.01,-33.02,15.28
2019-01-01T05:44:00.000Z,4.39,222.01,-33.02,15.28
2019-01-01T05:45:00.000Z,4.59,222.01,-33.02,15.28
2019-01-01T05:46:00.000Z,4.5,222.01,-33.02,15.28
2019-01-01T05:47:00.000Z,4.51,222.01,-33.02,15.28
2019-01-01T05:48:00.000Z,4.56,222.01,-33.02,15.28
2019-01-01T05:49:00.000Z,4.51,222.01,-33.02,15.28
2019-01-01T05:50:00.000Z,4.59,222.01,-33.02,15.28
2019-01-01T05:51:00.000Z,4.62,222.01,-33.02,15.28
2019-01-01T05:52:00.000Z,4.48,222.01,-33.02,15.28
2019-01-01T05:53:00.000Z,4.18,222.01,-33.01,15.28
2019-01-01T05:54:00.000Z,4.17,222.01,-33.01,15.28
2019-01-01T05:55:00.000Z,4.18,222.01,-33.01,15.28
2019-01-01T05:56:00.000Z,4.45,222.01,-33.01,15.28
2019-01-01T05:57:00.000Z,4.45,222.01,-33.01,15.28
2019-01-01T05:58:00.000Z,4.8,222.01,-33.01,15.28
2019-01-01T05:59:00.000Z,4.8,222.01,-33.01,15.28
2019-01-01T06:00:00.000Z,4.69,222.01,-33.01,15.28
2019-01-01T06:01:00.000Z,4.6,222.01,-33.01,15.28
2019-01-01T06:02:00.000Z,4.48,222.01,-33.01,15.28
2019-01-01T06:03:00.000Z,4.62,222.01,-33.01,15.28
2019-01-01T06:04:00.000Z,4.56,222.01,-33,15.27
2019-01-01T06:05:00.000Z,4.15,222.01,-33,15.27
2019-01-01T06:06:00.000Z,4.12,222.01,-33,15.27
2019-01-01T06:07:00.000Z,3.83,222.01,-33,15.27
2019-01-01T06:08:00.000Z,4.04,222.01,-33,15.27
2019-01-01T06:09:00.000Z,3.99,222.01,-33,15.27
2019-01-01T06:10:00.000Z,4.09,222.01,-33,15.27
2019-01-01T06:11:00.000Z,4.26,222.01,-33,15.27
2019-01-01T06:12:00.000Z,4.45,222.01,-33,15.27
2019-01-01T06:13:00.000Z,4.38,222.01,-33,15.27
2019-01-01T06:14:00.000Z,4.38,222.01,-33,15.27
2019-01-01T06:15:00.000Z,4.07,222.01,-33,15.27
2019-01-01T06:16:00.000Z,4.32,222.01,-33,15.27
2019-01-01T06:17:00.000Z,4.24,222.01,-33,15.27
2019-01-01T06:18:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T06:19:00.000Z,4.51,222.01,-32.99,15.27
2019-01-01T06:20:00.000Z,4.42,222.01,-32.99,15.27
2019-01-01T06:21:00.000Z,4.6,222.01,-32.99,15.27
2019-01-01T06:22:00.000Z,4.63,222.01,-32.99,15.27
2019-01-01T06:23:00.000Z,4.58,222.01,-32.99,15.27
2019-01-01T06:24:00.000Z,4.66,222.01,-32.99,15.27
2019-01-01T06:25:00.000Z,4.77,222.01,-32.99,15.26
2019-01-01T06:26:00.000Z,4.5,222.01,-32.99,15.26
2019-01-01T06:27:00.000Z,4.94,222.01,-32.99,15.26
2019-01-01T06:28:00.000Z,4.69,222.01,-32.99,15.26
2019-01-01T06:29:00.000Z,4.7,222.01,-32.99,15.26
2019-01-01T06:30:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T06:31:00.000Z,5.3,222.01,-32.99,15.26
2019-01-01T06:32:00.000Z,5.3,222.01,-32.99,15.26
2019-01-01T06:33:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T06:34:00.000Z,4.57,222.01,-32.99,15.26
2019-01-01T06:35:00.000Z,4.57,222.01,-32.99,15.26
2019-01-01T06:36:00.000Z,4.63,222.01,-32.98,15.26
2019-01-01T06:37:00.000Z,4.63,222.01,-32.98,15.26
2019-01-01T06:38:00.000Z,999.99,9999.99,9999.99,9999.99
2019-01-01T06:39:00.000Z,4.63,222.01,-32.98,15.26
2019-01-01T06:40:00.000Z,4.7,222.01,-32.98,15.26
2019-01-01T06:41:00.000Z,4.6,222.01,-32.98,15.26
